date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:39:57	378928/378928	---M-Z	200	added ('OK')	text/html	etag:%22619735919240d10eb267b6fecf78b430%22	https://goalz-template.framer.website/programs/goalkeeper-academy	C:/My%20Web%20Sites/web/goalz-template.framer.website/programs/goalkeeper-academy.html	(from https://goalz-template.framer.website/)
09:39:57	1381206/1381206	---MC-	200	added ('OK')	image/png	etag:%22da4e78f4b315a3233a6f23ddb4f99365%22	https://framerusercontent.com/images/3XxGAsPfw8ewbaIBdAUqXhO0MA.png?width=2880&height=1918	C:/My%20Web%20Sites/web/framerusercontent.com/images/3XxGAsPfw8ewbaIBdAUqXhO0MAfa56.png	(from https://goalz-template.framer.website/)
09:39:57	899981/899981	---MC-	200	added ('OK')	image/png	etag:%220d6d057fb4731b18c68fcbbf6c2953d6%22	https://framerusercontent.com/images/WhInXTVeOxHjtBoaXjEKzBJQ.png?width=1920&height=2011	C:/My%20Web%20Sites/web/framerusercontent.com/images/WhInXTVeOxHjtBoaXjEKzBJQ554d.png	(from https://goalz-template.framer.website/)
09:39:58	360957/360957	---M-Z	200	added ('OK')	text/html	etag:%2296ff33c59e7204678f448ba29544c6f0%22	https://goalz-template.framer.website/faq	C:/My%20Web%20Sites/web/goalz-template.framer.website/faq.html	(from https://goalz-template.framer.website/)
09:39:59	360397/360397	---M-Z	200	added ('OK')	text/html	etag:%22aec8d7885a7ddc1f73eaddb1d8270aff%22	https://goalz-template.framer.website/gallery	C:/My%20Web%20Sites/web/goalz-template.framer.website/gallery.html	(from https://goalz-template.framer.website/)
09:39:59	401934/401934	---M-Z	200	added ('OK')	text/html	etag:%22942f5c22d614f7edb8b60a92b1172120%22	https://goalz-template.framer.website/coaches	C:/My%20Web%20Sites/web/goalz-template.framer.website/coaches.html	(from https://goalz-template.framer.website/)
09:40:01	414409/414409	---M-Z	200	added ('OK')	text/html	etag:%22b5a4a50922f2e612be1f48d2f58b157b%22	https://goalz-template.framer.website/events	C:/My%20Web%20Sites/web/goalz-template.framer.website/events.html	(from https://goalz-template.framer.website/)
09:40:02	351434/351434	---MC-	200	added ('OK')	image/jpeg	etag:%22f539230588e7479a102f7560beeeba59%22	https://framerusercontent.com/images/ORXqDSWbbb9wmRT4vraKtsN6Rrg.jpg?width=1920&height=1073	C:/My%20Web%20Sites/web/framerusercontent.com/images/ORXqDSWbbb9wmRT4vraKtsN6Rrgfd90.jpg	(from https://goalz-template.framer.website/about-us)
09:40:04	392746/392746	---M-Z	200	added ('OK')	text/html	etag:%22d4b0ab13a412482103609c4420d88fcf%22	https://goalz-template.framer.website/coaches/marco-velasquez	C:/My%20Web%20Sites/web/goalz-template.framer.website/coaches/marco-velasquez.html	(from https://goalz-template.framer.website/about-us)
09:40:04	427408/427408	---MC-	200	added ('OK')	image/png	etag:%221a13ce07a0c9c2d1cf11c72f67127298%22	https://framerusercontent.com/images/Ss1GauvsBBmN8xmgKypuDJsz5KE.png?width=960&height=1200	C:/My%20Web%20Sites/web/framerusercontent.com/images/Ss1GauvsBBmN8xmgKypuDJsz5KE75d1.png	(from https://goalz-template.framer.website/about-us)
09:40:04	337539/337539	---MC-	200	added ('OK')	image/png	etag:%22b172e159ae7b557d4577f777b417b427%22	https://framerusercontent.com/images/4sajKScGAuZAJZ8S92gpVJLr2k.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/4sajKScGAuZAJZ8S92gpVJLr2k480f.png	(from https://goalz-template.framer.website/about-us)
09:40:05	392778/392778	---M-Z	200	added ('OK')	text/html	etag:%22a4e13ff983130444b2c118ca0f6190a5%22	https://goalz-template.framer.website/coaches/samira-holt	C:/My%20Web%20Sites/web/goalz-template.framer.website/coaches/samira-holt.html	(from https://goalz-template.framer.website/about-us)
09:40:05	355181/355181	---MC-	200	added ('OK')	image/png	etag:%225430ef0803f2ee8a0f457db1238b1397%22	https://framerusercontent.com/images/j0QOnugBGDkE4sqCPZWxmDRlMSg.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/j0QOnugBGDkE4sqCPZWxmDRlMSg480f.png	(from https://goalz-template.framer.website/about-us)
09:40:07	393186/393186	---M-Z	200	added ('OK')	text/html	etag:%22ffdd9b808bc11cb0676b73e27eb9b841%22	https://goalz-template.framer.website/coaches/theo-markovic	C:/My%20Web%20Sites/web/goalz-template.framer.website/coaches/theo-markovic.html	(from https://goalz-template.framer.website/about-us)
09:40:07	296659/296659	---MC-	200	added ('OK')	image/png	etag:%22271bc65d64d225025e7497ac4bafd962%22	https://framerusercontent.com/images/MizBMR5qD0g2QJzazrgwNo1dss.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/MizBMR5qD0g2QJzazrgwNo1dss480f.png	(from https://goalz-template.framer.website/about-us)
09:40:08	393180/393180	---M-Z	200	added ('OK')	text/html	etag:%22c2cd6943872da1b7bac8fed3451c9b93%22	https://goalz-template.framer.website/coaches/lena-duarte	C:/My%20Web%20Sites/web/goalz-template.framer.website/coaches/lena-duarte.html	(from https://goalz-template.framer.website/about-us)
09:40:09	305528/305528	---MC-	200	added ('OK')	image/png	etag:%2245cd05fc8b6af9c5ec731fc66f491411%22	https://framerusercontent.com/images/JK5rEMLemrghKDrs6Oa9syfKJg.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/JK5rEMLemrghKDrs6Oa9syfKJg480f.png	(from https://goalz-template.framer.website/about-us)
09:40:11	393021/393021	---M-Z	200	added ('OK')	text/html	etag:%22bbbe3952847ab21916a757ae81144e46%22	https://goalz-template.framer.website/coaches/aaron-rossi	C:/My%20Web%20Sites/web/goalz-template.framer.website/coaches/aaron-rossi.html	(from https://goalz-template.framer.website/about-us)
09:40:13	363162/363162	---MC-	200	added ('OK')	image/png	etag:%22081c2f0996038b0873ea497933823dfc%22	https://framerusercontent.com/images/8uVpHXpBc0FwqlEM2VxQMu0ZrQ.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/8uVpHXpBc0FwqlEM2VxQMu0ZrQ480f.png	(from https://goalz-template.framer.website/about-us)
09:40:14	393027/393027	---M-Z	200	added ('OK')	text/html	etag:%22b6b520ea9130cf30ce7cfdbf23511675%22	https://goalz-template.framer.website/coaches/maya-kessler	C:/My%20Web%20Sites/web/goalz-template.framer.website/coaches/maya-kessler.html	(from https://goalz-template.framer.website/about-us)
09:40:15	360923/360923	---MC-	200	added ('OK')	image/png	etag:%2267246f6c461bd971467d0abb1eba6f02%22	https://framerusercontent.com/images/5X5QNj5Y3eXc8AnL48yzd5F2s.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/5X5QNj5Y3eXc8AnL48yzd5F2s480f.png	(from https://goalz-template.framer.website/about-us)
09:40:15	90273/90273	---MC-	200	added ('OK')	image/png	etag:%227aaba9bffede0940365a760af1ddbfdf%22	https://framerusercontent.com/images/4sajKScGAuZAJZ8S92gpVJLr2k.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/4sajKScGAuZAJZ8S92gpVJLr2k.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/4sajKScGAuZAJZ8S92gpVJLr2k.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/4sajKScGAuZAJZ8S92gpVJLr2kf273.png	(from https://goalz-template.framer.website/about-us)
09:40:16	93074/93074	---MC-	200	added ('OK')	image/png	etag:%2285424ab69983871e014e528b16d0db3c%22	https://framerusercontent.com/images/j0QOnugBGDkE4sqCPZWxmDRlMSg.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/j0QOnugBGDkE4sqCPZWxmDRlMSg.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/j0QOnugBGDkE4sqCPZWxmDRlMSg.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/j0QOnugBGDkE4sqCPZWxmDRlMSg583b.png	(from https://goalz-template.framer.website/about-us)
09:40:17	80957/80957	---MC-	200	added ('OK')	image/png	etag:%222a4e4b20e4c4e43d788c602edc0ed04e%22	https://framerusercontent.com/images/MizBMR5qD0g2QJzazrgwNo1dss.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/MizBMR5qD0g2QJzazrgwNo1dss.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/MizBMR5qD0g2QJzazrgwNo1dss.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/MizBMR5qD0g2QJzazrgwNo1dssf8e7.png	(from https://goalz-template.framer.website/about-us)
09:40:18	81509/81509	---MC-	200	added ('OK')	image/png	etag:%223b5fc12935a5ddb780085141e2635b90%22	https://framerusercontent.com/images/JK5rEMLemrghKDrs6Oa9syfKJg.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/JK5rEMLemrghKDrs6Oa9syfKJg.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/JK5rEMLemrghKDrs6Oa9syfKJg.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/JK5rEMLemrghKDrs6Oa9syfKJg6edb.png	(from https://goalz-template.framer.website/about-us)
09:40:18	95986/95986	---MC-	200	added ('OK')	image/png	etag:%22b82b21af037d5d225469ef9a1fe93489%22	https://framerusercontent.com/images/8uVpHXpBc0FwqlEM2VxQMu0ZrQ.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/8uVpHXpBc0FwqlEM2VxQMu0ZrQ.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/8uVpHXpBc0FwqlEM2VxQMu0ZrQ.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/8uVpHXpBc0FwqlEM2VxQMu0ZrQc6e7.png	(from https://goalz-template.framer.website/about-us)
09:40:19	94838/94838	---MC-	200	added ('OK')	image/png	etag:%229258372d84aabf97184353b54d8cf2dd%22	https://framerusercontent.com/images/5X5QNj5Y3eXc8AnL48yzd5F2s.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/5X5QNj5Y3eXc8AnL48yzd5F2s.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/5X5QNj5Y3eXc8AnL48yzd5F2s.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/5X5QNj5Y3eXc8AnL48yzd5F2sa7f3.png	(from https://goalz-template.framer.website/about-us)
09:40:20	877492/877492	---MC-	200	added ('OK')	image/jpeg	etag:%220921194747cf8c34fdb11c1540674e00%22	https://framerusercontent.com/images/fPGItk8eC6zucK1fwisgb9x0nTQ.jpg?width=2400&height=1349	C:/My%20Web%20Sites/web/framerusercontent.com/images/fPGItk8eC6zucK1fwisgb9x0nTQdb41.jpg	(from https://goalz-template.framer.website/programs)
09:40:21	269346/269346	---MC-	200	added ('OK')	image/png	etag:%22ad9c9d2d37625f7cef9f381c5dd1e707%22	https://framerusercontent.com/images/B4wII3TVIAQ199vQivgjJz6NzAk.png?width=1200&height=951	C:/My%20Web%20Sites/web/framerusercontent.com/images/B4wII3TVIAQ199vQivgjJz6NzAkc515.png	(from https://goalz-template.framer.website/programs)
09:40:22	379114/379114	---M-Z	200	added ('OK')	text/html	etag:%22c96dcd3838a316cc53ca6cc460de15cd%22	https://goalz-template.framer.website/programs/group-trainings	C:/My%20Web%20Sites/web/goalz-template.framer.website/programs/group-trainings.html	(from https://goalz-template.framer.website/programs)
09:40:22	230299/230299	---MC-	200	added ('OK')	image/jpeg	etag:%22ace18b97e7c8e016b0361484b1829fed%22	https://framerusercontent.com/images/VtqvBltBhIolpd0Lqw1t6hHU054.jpg?width=1500&height=1001	C:/My%20Web%20Sites/web/framerusercontent.com/images/VtqvBltBhIolpd0Lqw1t6hHU054d03f.jpg	(from https://goalz-template.framer.website/programs)
09:40:23	378945/378945	---M-Z	200	added ('OK')	text/html	etag:%2235b3c6f9f956d5241b2a9e664000bc33%22	https://goalz-template.framer.website/programs/personal-trainings	C:/My%20Web%20Sites/web/goalz-template.framer.website/programs/personal-trainings.html	(from https://goalz-template.framer.website/programs)
09:40:24	379918/379918	---M-Z	200	added ('OK')	text/html	etag:%2226d0ed9a0cf08f263873af2b2d0d62fe%22	https://goalz-template.framer.website/programs/player-camps-events	C:/My%20Web%20Sites/web/goalz-template.framer.website/programs/player-camps-events.html	(from https://goalz-template.framer.website/programs)
09:40:24	379461/379461	---M-Z	200	added ('OK')	text/html	etag:%2276d30b05c1fe0378c8d866ee83b7b3b3%22	https://goalz-template.framer.website/programs/tactical-intelligence	C:/My%20Web%20Sites/web/goalz-template.framer.website/programs/tactical-intelligence.html	(from https://goalz-template.framer.website/programs)
09:40:25	1332229/1332229	---MC-	200	added ('OK')	image/jpeg	etag:%228401d6c15860cd70cd0742e2389cf779%22	https://framerusercontent.com/images/yvzsdkPZ057sK828xjSHirDds.jpg?width=1920&height=3414	C:/My%20Web%20Sites/web/framerusercontent.com/images/yvzsdkPZ057sK828xjSHirDds3cd9.jpg	(from https://goalz-template.framer.website/programs)
09:40:25	378894/378894	---M-Z	200	added ('OK')	text/html	etag:%22efb4ee91e648b02096d9e7ca64de8db2%22	https://goalz-template.framer.website/programs/player-performance	C:/My%20Web%20Sites/web/goalz-template.framer.website/programs/player-performance.html	(from https://goalz-template.framer.website/programs)
09:40:26	2462221/2462221	---MC-	200	added ('OK')	image/jpeg	etag:%228ad0b1e21c73549031e2b67e4d0a63d7%22	https://framerusercontent.com/images/S3scChY0xMzLS5d0BwLNlnbES5g.jpg?width=2400&height=3609	C:/My%20Web%20Sites/web/framerusercontent.com/images/S3scChY0xMzLS5d0BwLNlnbES5gdb24.jpg	(from https://goalz-template.framer.website/programs)
09:40:27	56074/56074	---MC-	200	added ('OK')	image/png	etag:%222a419ce457a018753fe63cac7bb32ca0%22	https://framerusercontent.com/images/B4wII3TVIAQ199vQivgjJz6NzAk.png?scale-down-to=512&width=1200&height=951%20512w,https://framerusercontent.com/images/B4wII3TVIAQ199vQivgjJz6NzAk.png?scale-down-to=1024&width=1200&height=951%201024w,https://framerusercontent.com/images/B4wII3TVIAQ199vQivgjJz6NzAk.png?width=1200&height=951%201200w	C:/My%20Web%20Sites/web/framerusercontent.com/images/B4wII3TVIAQ199vQivgjJz6NzAkce95.png	(from https://goalz-template.framer.website/programs)
09:40:27	40100/40100	---MC-	200	added ('OK')	image/jpeg	etag:%22e06d92712b0f4a2e52f1833f784d2169%22	https://framerusercontent.com/images/VtqvBltBhIolpd0Lqw1t6hHU054.jpg?scale-down-to=512&width=1500&height=1001%20512w,https://framerusercontent.com/images/VtqvBltBhIolpd0Lqw1t6hHU054.jpg?scale-down-to=1024&width=1500&height=1001%201024w,https://framerusercontent.com/images/VtqvBltBhIolpd0Lqw1t6hHU054.jpg?width=1500&height=1001%201500w	C:/My%20Web%20Sites/web/framerusercontent.com/images/VtqvBltBhIolpd0Lqw1t6hHU0548594.jpg	(from https://goalz-template.framer.website/programs)
09:40:30	277646/277646	---MC-	200	added ('OK')	image/png	etag:%221bae9da114e7593ded8722b5b073a0dc%22	https://framerusercontent.com/images/SjOa29HhKYQsao9Q8Z0BNCSlGos.png?scale-down-to=1024&width=673&height=1200%20574w,https://framerusercontent.com/images/SjOa29HhKYQsao9Q8Z0BNCSlGos.png?width=673&height=1200%20673w	C:/My%20Web%20Sites/web/framerusercontent.com/images/SjOa29HhKYQsao9Q8Z0BNCSlGosac62.png	(from https://goalz-template.framer.website/programs)
09:40:31	222597/222597	---MC-	200	added ('OK')	image/png	etag:%225a297fde5b4f64586ff861ae1af10a68%22	https://framerusercontent.com/images/BRURdPk6opNMOGJ9C5nBbhk59k8.png?scale-down-to=1024&width=960&height=1200%20819w,https://framerusercontent.com/images/BRURdPk6opNMOGJ9C5nBbhk59k8.png?width=960&height=1200%20960w	C:/My%20Web%20Sites/web/framerusercontent.com/images/BRURdPk6opNMOGJ9C5nBbhk59k8f639.png	(from https://goalz-template.framer.website/programs)
09:40:32	122714/122714	---MC-	200	added ('OK')	image/jpeg	etag:%22762f3a621a7da0f10be0143f5e26b96e%22	https://framerusercontent.com/images/yvzsdkPZ057sK828xjSHirDds.jpg?scale-down-to=1024&width=1920&height=3414%20575w,https://framerusercontent.com/images/yvzsdkPZ057sK828xjSHirDds.jpg?scale-down-to=2048&width=1920&height=3414%201151w,https://framerusercontent.com/images/yvzsdkPZ057sK828xjSHirDds.jpg?width=1920&height=3414%201920w	C:/My%20Web%20Sites/web/framerusercontent.com/images/yvzsdkPZ057sK828xjSHirDds0f5b.jpg	(from https://goalz-template.framer.website/programs)
09:40:33	203720/203720	---MC-	200	added ('OK')	image/jpeg	etag:%225cb7c5b0f2a73b102b7e2c07ee9650e4%22	https://framerusercontent.com/images/S3scChY0xMzLS5d0BwLNlnbES5g.jpg?scale-down-to=1024&width=2400&height=3609%20680w,https://framerusercontent.com/images/S3scChY0xMzLS5d0BwLNlnbES5g.jpg?scale-down-to=2048&width=2400&height=3609%201361w,https://framerusercontent.com/images/S3scChY0xMzLS5d0BwLNlnbES5g.jpg?width=2400&height=3609%202400w	C:/My%20Web%20Sites/web/framerusercontent.com/images/S3scChY0xMzLS5d0BwLNlnbES5g4ab1.jpg	(from https://goalz-template.framer.website/programs)
09:40:33	1199199/1199199	---MC-	200	added ('OK')	image/jpeg	etag:%225164c55464ac5ca6477682c455af5c2b%22	https://framerusercontent.com/images/GATRUeVk3g5oeIZ9cqfJ1ew39M.jpg?width=2400&height=1601	C:/My%20Web%20Sites/web/framerusercontent.com/images/GATRUeVk3g5oeIZ9cqfJ1ew39Ma150.jpg	(from https://goalz-template.framer.website/team)
09:40:34	315804/315804	---M-Z	200	added ('OK')	text/html	etag:%227ca6c15f86ca568713726a06cdf40608%22	https://goalz-template.framer.website/team/luca-carver	C:/My%20Web%20Sites/web/goalz-template.framer.website/team/luca-carver.html	(from https://goalz-template.framer.website/team)
09:40:34	365716/365716	---MC-	200	added ('OK')	image/png	etag:%221faeacb39fefcfd784bb630c6d4ea684%22	https://framerusercontent.com/images/9P6WjUlZzeVGViMALMUv9kBDsg.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/9P6WjUlZzeVGViMALMUv9kBDsg480f.png	(from https://goalz-template.framer.website/team)
09:40:35	314101/314101	---M-Z	200	added ('OK')	text/html	etag:%2207726d9c4f7dd30fac7547bcd367610b%22	https://goalz-template.framer.website/team/zara-hoffman	C:/My%20Web%20Sites/web/goalz-template.framer.website/team/zara-hoffman.html	(from https://goalz-template.framer.website/team)
09:40:36	339439/339439	---MC-	200	added ('OK')	image/png	etag:%22fe9b85aae64219ab5fa37604d0b11f63%22	https://framerusercontent.com/images/01BfkHr3gpc6Hx4KaQmdOAfzEMg.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/01BfkHr3gpc6Hx4KaQmdOAfzEMg480f.png	(from https://goalz-template.framer.website/team)
09:40:36	315162/315162	---M-Z	200	added ('OK')	text/html	etag:%22c6617b8524e873c177723459c5658a8d%22	https://goalz-template.framer.website/team/lucas-bennett	C:/My%20Web%20Sites/web/goalz-template.framer.website/team/lucas-bennett.html	(from https://goalz-template.framer.website/team)
09:40:36	324933/324933	---MC-	200	added ('OK')	image/png	etag:%22f8f0c8aa70205088e2c57c17c5f46b05%22	https://framerusercontent.com/images/rRxoZdlBSwp4yAd47wxWkxpI7s.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/rRxoZdlBSwp4yAd47wxWkxpI7s480f.png	(from https://goalz-template.framer.website/team)
09:40:37	315365/315365	---M-Z	200	added ('OK')	text/html	etag:%221daa8b1c5db3156a5d8c7a69480a5ee3%22	https://goalz-template.framer.website/team/caleb-turner	C:/My%20Web%20Sites/web/goalz-template.framer.website/team/caleb-turner.html	(from https://goalz-template.framer.website/team)
09:40:38	353459/353459	---MC-	200	added ('OK')	image/png	etag:%226789740fe61d72da27d612bf28dcac62%22	https://framerusercontent.com/images/7krm8ex97ImQRE2qpsrNHhHGA0.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/7krm8ex97ImQRE2qpsrNHhHGA0480f.png	(from https://goalz-template.framer.website/team)
09:40:39	316234/316234	---M-Z	200	added ('OK')	text/html	etag:%22c41b1c0cfd5375d818dce1195d06b847%22	https://goalz-template.framer.website/team/david-wilson	C:/My%20Web%20Sites/web/goalz-template.framer.website/team/david-wilson.html	(from https://goalz-template.framer.website/team)
09:40:40	302151/302151	---MC-	200	added ('OK')	image/png	etag:%225496b8cd3f1fb1a4110a67248e85c4d9%22	https://framerusercontent.com/images/OGtOMTsrfmphGxS9js9Hro785Qc.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/OGtOMTsrfmphGxS9js9Hro785Qc480f.png	(from https://goalz-template.framer.website/team)
09:40:41	316034/316034	---M-Z	200	added ('OK')	text/html	etag:%22e96bc922cb3e58c7b1e5e1730154bbfa%22	https://goalz-template.framer.website/team/emily-davis	C:/My%20Web%20Sites/web/goalz-template.framer.website/team/emily-davis.html	(from https://goalz-template.framer.website/team)
09:40:43	417521/417521	---MC-	200	added ('OK')	image/png	etag:%22878e8652e96e934a2cf87adea68ef655%22	https://framerusercontent.com/images/NJLB5NgRBfBsEOYYeh8uGLEI.png?width=1080&height=1080	C:/My%20Web%20Sites/web/framerusercontent.com/images/NJLB5NgRBfBsEOYYeh8uGLEI480f.png	(from https://goalz-template.framer.website/team)
09:40:43	95146/95146	---MC-	200	added ('OK')	image/png	etag:%22f81b523899de033a1683c4249def20db%22	https://framerusercontent.com/images/9P6WjUlZzeVGViMALMUv9kBDsg.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/9P6WjUlZzeVGViMALMUv9kBDsg.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/9P6WjUlZzeVGViMALMUv9kBDsg.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/9P6WjUlZzeVGViMALMUv9kBDsga201.png	(from https://goalz-template.framer.website/team)
